object,0,1
Airplane,12.061513994372396,312.20888036497837
Allergy Pills,386.84331096075937,-59.16537305564763
Apple,191.40482105745193,695.8279638292828
Bacon,227.39473286773233,143.348820508689
Banana,-65.04120840349053,435.79448016115805
Beans,74.9755651312752,-19.60585180147302
Block 1,-181.25236081826748,378.3561992570927
Block 10,-225.647048204526,444.5451279934172
Block 2,-206.77443855054008,381.6341808977315
Block 3,-143.76142083348893,393.8338569033778
Block 4,-121.34199263596358,399.37415500529323
Block 5,-172.13652269009881,391.5258387950802
Block 6,-231.05876007674163,434.3037663706337
Block 7,-203.8490099786251,455.51212216597577
Block 8,-260.9791284857582,422.7176734468531
Block 9,-165.4184158987605,462.0111737173503
Book 1,-559.2645965345502,-193.23119719423482
Book 10,298.13240016063247,76.56725995184327
Book 11,160.63895989150046,6.734929517803009
Book 12,-213.93210720943387,-223.04311268412073
Book 2,-21.51910707476729,-234.07834575620194
Book 3,-556.804387672235,12.462224325628412
Book 4,130.71352220962754,-224.5184944376625
Book 5,-73.09645414067559,-165.1554949395754
Book 6,-11.242871886317785,44.69345158312671
Book 7,-556.8043876722228,12.46222432570534
Book 8,22.18594135091804,-246.13296620119343
Book 9,286.0670843462498,-156.08651853908074
Bread,106.22670063838711,463.4260509659345
Candle,-18.707579379719977,-235.8001326060489
Candlestick,-23.906356791848914,-214.39491828538848
Carrot,19.021150376874857,576.419762350051
Clipboard,-6.669056225310669,-221.44678415683092
Coconut,59.65165737369949,64.51734237732093
Coffee,498.16085136192805,59.02111415257685
Crayon 1,-376.6858644875306,434.03997541973973
Crayon 2,638.3389161617051,412.3322291050832
Crayon 3,703.1505523548074,-384.0770216172857
Crayon 4,145.78984940079994,-692.2037590782397
Crayon 5,-755.6325010336334,127.94550918719762
Crayon 6,-16.654348488904233,-233.7896818314161
Cup,590.8133675370159,802.1659979096892
Cylinder 1,-206.76895985994096,804.671566887326
Cylinder 2,435.5329497888732,449.3069694494848
Cylinder 3,-499.69033046453444,222.18119345545065
Cylinder 4,-214.92662744874127,-302.2113097340639
Dodecahedron,-16.846619144069194,-233.77214851446618
Donut 1,140.24875063384636,196.60237108239696
Donut 2,33.27378488259399,-81.12414920036792
Eraser,811.5137895311808,-201.19775361821945
Gold,-369.3050578701894,323.43144379591365
Helmet,102.53730319811649,-470.12375215175564
Juice Box,639.7128448673373,-535.5389693061902
Key,-16.66500033753516,-233.77758999297328
Knight,4.133910432493209,-198.33179246784866
Laptop,-16.53120164248944,-235.35649487471383
Left Shoe,26.70457986175912,-228.22045520683548
Magazine 1,-9.159546320484099,-372.20812863798454
Magazine 2,-9.159521616938303,-372.2081279242786
Marker 1,757.2026800087808,127.48826485120759
Marker 2,903.3824427380571,-869.7574246692583
Marker 3,-16.65152213306767,-233.78291238905265
Marker 4,-993.0862906590393,21.351226874261307
Milk Carton 1,-114.30947842122863,-336.8508746956577
Milk Carton 2,-114.30947842122858,-336.85087469565764
Milk Carton 3,-114.30947842122862,-336.85087469565775
Mug,-811.1771868411904,-80.41676964504663
Notebook,396.70082850268585,-113.20025970918297
Oil Bottle 1,-189.79432851380113,44.091153687675124
Oil Bottle 2,-188.2696783518127,39.143716043950086
Oil Carafe 1,-64.67558469592245,-74.1958940050313
Oil Carafe 2,-64.67558469592247,-74.19589400503128
Paint Can,426.0008136943432,489.07589012798485
Paper,-16.67937928849861,-233.75920964338022
Paper Bag,172.07902061923204,245.49179036514198
Paper Box,-738.238649081797,-373.53271088829433
Pear,-575.431970301359,462.55229402130897
Pen,736.5917824564623,452.2580897988738
Pencil 1,654.5725753096527,97.16324323434544
Pencil 2,479.53615668041823,-809.8376976731546
Phone,-13.762866102642908,-235.48126585119388
Picture 1,-14.060128221814455,-223.38479885180269
Picture 2,-27.205587977417423,-221.2940305518774
Pills,-305.86115099547584,-164.84196641510266
Pizza Box,42.252889000335095,-164.71208651589208
Plastic Box 1,-339.36793139565634,213.13185114933086
Plastic Box 2,-603.1772444236664,167.56717869902673
Raw meat,657.3985212196508,301.00585442865776
Right Shoe,26.704579861759164,-228.22045520683557
Rubber Duck,-162.0837306163068,861.0118053097232
Scissors,-16.665186320127386,-233.77751191685581
Smartphone,65.42352172390366,-321.06041444940126
Soccer Ball,-16.661796924411625,-233.77065823574043
Soda Can,-236.37451627014246,-486.20497143027603
Takeout Box,84.43378426753831,-186.15369955826282
Tea Box,-141.0514793923948,152.8260607417207
Teabag,-10.089905383248565,-316.60744806688814
Tomato,216.05885645320316,665.7732494122967
Towel,-16.674663284947613,-233.76517125269018
Train,286.54017904142563,472.43916841267037
Vase 1,-16.965020390324707,-230.62705342116112
Vase 2,-16.965020390324653,-230.62705342116087
Vase 3,-16.16343227221095,-240.20337310219608
Water Bottle,-49.61582044519028,-387.3856812855632
Water Bottle 2,38.817461247552856,-353.3914904960033
Yogurt,-157.33802268620465,-120.80584185995245
