object,0,1
Airplane,-123.8510496285688,35.13960140485383
Allergy Pills,9.44783658217924,-65.25919755644982
Apple,-52.51535542960975,-22.44117078627477
Bacon,-62.05574644514474,135.8577960739776
Banana,103.63551326237274,-93.37961770410409
Beans,-7.216028388616081,-90.81544725840047
Block 1,29.70684217584484,48.46226780917872
Block 10,40.95557992592861,15.022712868989277
Block 2,18.256724357067405,48.74820197864247
Block 3,44.217112818046246,26.986713438455087
Block 4,52.78983562028185,18.278444421300033
Block 5,37.691925412571926,38.003961564642445
Block 6,31.30711298661601,26.150738764477882
Block 7,20.894269506592895,57.02558926067125
Block 8,53.612704787353834,9.24325014151758
Block 9,24.46290740145798,37.45519706782031
Book 1,-96.60140950044084,51.858987300721346
Book 10,-90.58392714584896,72.56933478386127
Book 11,-53.17748281773833,86.3995652097606
Book 12,72.25459497517117,-113.80883029993825
Book 2,-96.05117463625545,27.772512867823348
Book 3,-66.6203432957351,-135.62583830705543
Book 4,-288.09646681932077,-6.1576995645008745
Book 5,46.479674176503316,-102.76830909638011
Book 6,-96.00631907996811,2.804793501687907
Book 7,59.204414649291905,-71.13044984716406
Book 8,74.3947027994602,-71.01864322469697
Book 9,-169.29771293806624,-138.049628207243
Bread,-71.83767280440667,-74.81673651700392
Candle,-90.18931403539187,-50.65940064635883
Candlestick,-173.18276531681352,-243.80900924801105
Carrot,71.15307890306069,-211.13049763960848
Clipboard,-228.62510396838866,-46.981981971133266
Coconut,-22.950474928698284,-69.62657491107099
Coffee,-31.794857043452534,-92.03875581136306
Crayon 1,115.86199524886362,56.80684321867479
Crayon 2,104.83145262529594,76.24691537373462
Crayon 3,128.83175666880527,26.44104330335592
Crayon 4,123.01953706205045,38.076463246687844
Crayon 5,131.55281552839617,15.43072604676577
Crayon 6,51.24607759258205,120.09922237440573
Cup,-18.16727026897736,-20.704934393237192
Cylinder 1,80.70716230799471,62.46596498243758
Cylinder 2,85.63122344051742,55.63402382835967
Cylinder 3,75.69764161265758,68.38120506866049
Cylinder 4,70.59919866755808,74.25401314267161
Dodecahedron,-93.86678040669594,-32.35240227155531
Donut 1,53.67548471651466,68.0387934364736
Donut 2,72.55441027775987,43.88491030649536
Eraser,103.18286135059054,3.249781326125918
Gold,87.60790409256845,11.025502540823837
Helmet,-18.700320091396136,8.41854037868992
Juice Box,-51.71707744456218,65.49070288684156
Key,24.324906077415786,122.51358258615714
Knight,-0.9352092798989852,99.4187174339168
Laptop,14.069567055675305,86.74446923980258
Left Shoe,1.5243782388671798,-134.7131785069222
Magazine 1,81.9099073989624,-38.865506345239936
Magazine 2,82.97011191075134,-28.774284439409282
Marker 1,14.991681507341324,141.33790991317954
Marker 2,139.50482703420226,-16.936123248191283
Marker 3,136.97948052454322,-30.778283152819302
Marker 4,68.82685581128722,108.24230146280277
Milk Carton 1,-87.47747128492144,113.38820984424929
Milk Carton 2,-24.866861642900393,-137.82929588080813
Milk Carton 3,57.60190586926559,-112.82057601225065
Mug,-57.59942889378939,-35.63751817229782
Notebook,-22.668357772654552,72.1637336972492
Oil Bottle 1,183.78558859912684,143.53303698763872
Oil Bottle 2,184.85758223907303,141.69519679414998
Oil Carafe 1,16.64398742983048,-108.94109708158847
Oil Carafe 2,-157.76415138401373,76.5681052768496
Paint Can,188.68678736680764,145.93444601837777
Paper,-101.70841644117986,94.61633401687713
Paper Bag,-59.838197697012845,42.24539096491408
Paper Box,-62.21215375348211,8.674646437435023
Pear,-10.419460652957932,35.457315212371384
Pen,68.61699408164836,126.44377009259009
Pencil 1,97.79590983560188,100.46080638858487
Pencil 2,133.66122757644027,52.05113833732372
Phone,34.54385082565967,-66.20250573695746
Picture 1,-148.581044568748,-11.521103363520016
Picture 2,-121.58664593381478,62.71732263463308
Pills,-51.739440540415615,1.0965012931357176
Pizza Box,-104.66041253296352,-256.78815723032335
Plastic Box 1,19.645969990756015,-21.488399359414757
Plastic Box 2,3.3387530724683736,-2.9510139921200325
Raw meat,28.115947160322758,-139.25499529844146
Right Shoe,-134.05008346218702,14.118521609472273
Rubber Duck,-8.81400839968009,-49.30803910281425
Scissors,-11.90251933533674,126.05520296364973
Smartphone,102.62241825025252,-41.91044608551328
Soccer Ball,-71.00358815595662,-97.46219337471422
Soda Can,55.76968527431558,-8.473416672962633
Takeout Box,-100.02546386622838,-87.24811893365924
Tea Box,-34.641864202575334,-45.93953070244207
Teabag,87.29880517913861,112.94141398467374
Tomato,-54.16027275671319,-66.0379079071923
Towel,-267.68308188365233,-141.80998873166678
Train,-55.99374655326841,28.384721457103524
Vase 1,-125.12051583180522,-41.35514300454847
Vase 2,-34.265720913794596,-205.50416412160638
Vase 3,-133.9047791671919,-78.75819833797964
Water Bottle,136.1394441828099,104.86887060725456
Water Bottle 2,-29.63703952634045,99.58377965218529
Yogurt,36.67366484306049,-33.09545476920914
